datetime,headline,keywords
2021-06-18T19:22:03+0000,"Key Figure in Push to Aid The I.R.S. Draws Scrutiny","[Tax Evasion|Federal Taxes (US)|United States Economy|High Net Worth Individuals|Content Type: Personal Profile|American Jobs Plan (2021)|Stimulus (Economic)|United States Politics and Government]"
2021-10-10T22:03:18+0000,"An Inflation That Erodes Convenience","[Inflation (Economics)|Shortages|United States Economy|Prices (Fares, Fees and Rates)|Customer Relations|Restaurants|Hygiene and Cleanliness]"
2021-03-13T16:52:28+0000,"Stimulus Signals Shifting Politics Of Poverty Fight","[American Rescue Plan (2021)|United States Economy|United States Politics and Government|Federal Aid (US)|Stimulus (Economic)|Poverty|Welfare (US)|Conservatism (US Politics)|Coronavirus (2019-nCoV)]"
2021-11-24T16:45:16+0000,"Difficult Choices in Resettling Afghan Refugees","[Refugees and Displaced Persons|Muslims and Islam|Discrimination|Afghanistan War (2001- )|Labor and Jobs|Real Estate and Housing (Residential)|States (US)|United States Economy|United States Politics and Government]"
2021-03-29T15:43:31+0000,"With Lessons of 2009 in Mind,  Biden Pursues Green Stimulus","[Global Warming|Greenhouse Gas Emissions|United States Economy|Electric and Hybrid Vehicles|United States Politics and Government|American Recovery and Reinvestment Act (2009)|Alternative and Renewable Energy|Solar Energy|Stimulus (Economic)]"
2021-09-10T00:28:08+0000,"New Threat Compelling the President: A Sagging Economy","[United States Politics and Government|Coronavirus (2019-nCoV)|Vaccination and Immunization|Labor and Jobs|Coronavirus Delta Variant|Consumer Behavior|United States Economy]"
2021-04-30T04:01:31+0000,"A Recession For Europe As the U.S. Enjoys Gains","[United States Economy|Economic Conditions and Trends|Coronavirus (2019-nCoV)|Stimulus (Economic)|Recession and Depression]"
2021-01-02T10:00:12+0000,"Stimulus Puts Deficit Hawks In Lonely Spot","[Federal Budget (US)|National Debt (US)|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Unemployment|United States Economy|United States Politics and Government]"
2021-11-09T10:00:24+0000,"Lack of Truckers Is Choking U.S. Supply Chain","[Supply Chain|Shortages|Trucks and Trucking|Labor and Jobs|Wages and Salaries|Hiring and Promotion|Ports|United States Economy|United States Politics and Government]"
2021-04-16T13:06:00+0000,"U.S. Report On Currency Puts Taiwan On Notice","[United States Economy|United States Politics and Government]"
2021-11-08T10:00:16+0000,"Rising Winter Heating Bills Loom","[Heating|Winter (Season)|Prices (Fares, Fees and Rates)|Inflation (Economics)|Oil (Petroleum) and Gasoline|Propane|Natural Gas|United States Economy|Federal Aid (US)|United States Politics and Government|Coronavirus (2019-nCoV)]"
2021-02-15T20:30:49+0000,"Inflation Fears Fall by Wayside in the Biden Era","[United States Economy|Inflation (Economics)|Recession and Depression|Stimulus (Economic)|Interest Rates|Unemployment|Coronavirus (2019-nCoV)]"
2021-10-08T07:00:09+0000,"Graduates Find Help Wanted Signs","[Hiring and Promotion|Colleges and Universities|Labor and Jobs|Careers and Professions|Coronavirus (2019-nCoV)|United States Economy]"
2021-03-16T09:00:22+0000,"Cautiously Returning From Financial Brink","[Banking and Financial Institutions|Credit and Debt|Quantitative Easing|United States Economy|Stocks and Bonds|Government Bonds|Regulation and Deregulation of Industry|United States Politics and Government|Coronavirus (2019-nCoV)|Stimulus (Economic)]"
2021-02-14T08:00:14+0000,"Erratic Flow Of Aid Helps And Hinders","[Coronavirus (2019-nCoV)|Poverty|Food Insecurity|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Unemployment Insurance|Unemployment|United States Economy|United States Politics and Government]"
2021-08-27T13:00:07+0000,"They See Storms Amid Sunshine","[United States Economy|Inflation (Economics)|Banking and Financial Institutions|Economics (Theory and Philosophy)]"
2021-10-04T07:00:07+0000,"What Next For Market After Drop?","[United States Economy|Coronavirus (2019-nCoV)|Stimulus (Economic)|Stocks and Bonds|Company Reports|Standard & Poor's 500-Stock Index]"
2021-07-12T15:37:09+0000,"E.U. Delays Digital Tax Amid Talks","[United States Economy|Corporate Taxes|Tax Shelters]"
2021-07-10T15:33:56+0000,"G20 Endorses Proposal Aimed At Tax Havens","[Tax Shelters|Corporate Taxes|Federal Taxes (US)|United States Politics and Government|United States Economy|United States International Relations|Corporations|Foreign Investments|Taxation]"
2021-05-19T18:47:12+0000,"Fed Officials Hint at Talks To Ease Help For Economy","[Inflation (Economics)|Interest Rates|Banking and Financial Institutions|United States Economy|Quantitative Easing|Labor and Jobs|Stimulus (Economic)|Government Bonds]"
2021-10-08T09:00:40+0000,"Missing Jobs and Rising Costs Raise Stakes for Fed","[Interest Rates|Inflation (Economics)|Labor and Jobs|Quantitative Easing|Coronavirus (2019-nCoV)|Prices (Fares, Fees and Rates)|United States Economy|Stimulus (Economic)|Unemployment]"
2021-04-23T18:31:58+0000,"Biden Gambles Big to Bridge Wealth Gap","[Income Inequality|American Rescue Plan (2021)|American Jobs Plan (2021)|Recession and Depression|Stimulus (Economic)|Federal Aid (US)|Federal Budget (US)|United States Politics and Government|United States Economy]"
2021-03-06T00:24:10+0000,"Democrats Trim Jobless Benefits in Stimulus Bill","[Stimulus (Economic)|Coronavirus (2019-nCoV)|Unemployment Insurance|Federal Budget (US)|United States Economy|United States Politics and Government]"
2021-09-24T15:57:17+0000,"Delta Outbreak Tests Economy, And It’s Passing","[United States Economy|Coronavirus Delta Variant|Coronavirus Reopenings|Stimulus (Economic)|Small Business]"
2021-07-02T09:00:31+0000,"Many Retirees Did Not Plan An Early Exit","[United States Economy|Labor and Jobs|Coronavirus (2019-nCoV)|Baby Boomers|Retirement|Personal Finances|Unemployment|Social Security (US)]"
2021-12-07T10:00:15+0000,"Cash Cushions For Americans Start to Shrink","[Savings|Consumer Behavior|Income|Personal Finances|Federal Aid (US)|Coronavirus (2019-nCoV)|Labor and Jobs|Prices (Fares, Fees and Rates)|Inflation (Economics)|United States Economy]"
2021-08-31T21:08:19+0000,"Shrugging Off Grim News,  Market Rises for 7th Month","[United States Economy|Banking and Financial Institutions|Inflation (Economics)|Interest Rates|Stocks and Bonds|Quantitative Easing|Coronavirus Delta Variant]"
2021-11-03T21:36:52+0000," Powell Calm As Inflation Raises Alarm","[United States Economy|Inflation (Economics)|Interest Rates|Quantitative Easing|Banking and Financial Institutions|Credit and Debt|Stimulus (Economic)]"
2021-02-25T21:43:15+0000,"Trump Voters Bucking G.O.P. Over Stimulus","[Stimulus (Economic)|Polls and Public Opinion|Coronavirus Aid, Relief, and Economic Security Act (2020)|Coronavirus (2019-nCoV)|United States Politics and Government|United States Economy|National Debt (US)|Federal Budget (US)|Conservatism (US Politics)]"
2021-02-02T10:00:18+0000,"Why Does the Fed Hire So Few Black Economists?","[Hiring and Promotion|United States Economy|Black People|Blacks|Race and Ethnicity|Colleges and Universities|Banking and Financial Institutions|Labor and Jobs|United States Politics and Government|Minorities|Economics (Theory and Philosophy)]"
2021-10-08T21:52:18+0000,"Democrats’ Dilemma: Lift All, or Just the Needy?","[United States Politics and Government|United States Economy|American Families Plan (2021)|American Rescue Plan (2021)|Income Inequality|Child Care|Child Tax Credits and Stipends|Welfare (US)]"
2021-05-07T08:33:56+0000,"Tepid Job Growth Inflames a Debate Over U.S. Benefits  ","[Labor and Jobs|Shortages|United States Economy|Wages and Salaries|Coronavirus (2019-nCoV)|Unemployment|Hiring and Promotion|Factories and Manufacturing|Unemployment Insurance|United States Politics and Government]"
2021-09-02T09:00:26+0000,"End of Federal Jobless Aid Cuts a Lifeline to Millions","[Unemployment Insurance|Coronavirus (2019-nCoV)|Unemployment|Labor and Jobs|Freelancing, Self-Employment and Independent Contracting|States (US)|Federal Aid (US)|American Rescue Plan (2021)|United States Politics and Government|United States Economy]"
2021-03-10T13:58:35+0000,"As Economy Is Poised to Soar, Some Fear a Surge in Inflation","[United States Economy|Inflation (Economics)|Prices (Fares, Fees and Rates)|American Rescue Plan (2021)|Stocks and Bonds|Stimulus (Economic)|Federal Aid (US)]"
2021-01-04T17:12:18+0000,"$900 Billion in Aid Won’t Buy Biden Much Time","[United States Economy|Income Inequality|Recession and Depression|Stimulus (Economic)|Coronavirus (2019-nCoV)|Presidential Transition (US)|Federal Aid (US)|United States Politics and Government]"
2021-11-30T00:51:28+0000,"Biden Adopts A Travel Ban To Buy Time","[Coronavirus (2019-nCoV)|Coronavirus Omicron Variant|Disease Rates|Vaccination and Immunization|United States Politics and Government|United States Economy|Travel Warnings]"
2021-05-17T18:46:01+0000,"As Inflation  Fears Grow,  Fed Wagers They’ll Fade","[Inflation (Economics)|Prices (Fares, Fees and Rates)|Interest Rates|Recession and Depression|Stimulus (Economic)|United States Economy|United States Politics and Government]"
2021-08-25T15:56:29+0000,"Biden in Sprint To Lift Economy  And Presidency","[American Jobs Plan (2021)|American Rescue Plan (2021)|Infrastructure (Public Works)|Stimulus (Economic)|Federal Budget (US)|Law and Legislation|United States Economy|United States Politics and Government]"
2021-02-26T13:46:03+0000,"Income and Spending, Fueled by Stimulus, Rise","[Income|United States Economy|Stimulus (Economic)|Consumer Behavior|Inflation (Economics)|Federal Aid (US)|Coronavirus (2019-nCoV)|Recession and Depression]"
2021-07-03T17:00:11+0000,"Pandemic Wave Of Automation May Erase Jobs","[Labor and Jobs|Robots and Robotics|United States Economy|Wages and Salaries|Productivity|Restaurants|Supermarkets and Grocery Stores|Fast Food Industry|Coronavirus (2019-nCoV)|Service Industries]"
2021-07-20T15:07:17+0000,"Lower-Wage Workers Are Seeing Better Options","[Labor and Jobs|Wages and Salaries|United States Economy|Hiring and Promotion|Fast Food Industry|Home Health Care|Shortages|Coronavirus (2019-nCoV)]"
2021-01-08T23:14:27+0000,"Jobs Recovery Goes Into Reverse as Pandemic Takes a New Toll","[United States Economy|Layoffs and Job Reductions|Unemployment|Coronavirus (2019-nCoV)|Shutdowns (Institutional)|Labor and Jobs|Federal Aid (US)|Stimulus (Economic)]"
2021-04-28T23:25:58+0000,"Betting a Nation Tested by Crisis Is Ready to Invest in Itself","[United States Economy|United States Politics and Government|American Families Plan (2021)|American Rescue Plan (2021)|American Jobs Plan (2021)|Corporate Taxes|Federal Taxes (US)|Tax Credits, Deductions and Exemptions|Infrastructure (Public Works)|Income Inequality|Polls and Public Opinion|Coronavirus (2019-nCoV)|State of the Union Message (US)]"
2021-02-01T22:58:17+0000,"Biden and G.O.P. Hunt for a Path To a Relief Plan","[United States Politics and Government|United States Economy|Coronavirus Aid, Relief, and Economic Security Act (2020)|Stimulus (Economic)|Federal Budget (US)|Coronavirus (2019-nCoV)]"
2021-01-08T15:02:46+0000,"It Was the Worst Year for Jobs Since World War II.","[Labor and Jobs|Unemployment|United States Economy|Layoffs and Job Reductions|Coronavirus (2019-nCoV)]"
2021-04-06T21:32:15+0000,"Inequalities In Recovery Alarm I.M.F.","[Income Inequality|United States Economy|International Trade and World Market|National Debt (US)|United States Politics and Government|Third World and Developing Countries|Economic Conditions and Trends|Coronavirus (2019-nCoV)]"
2021-08-11T07:45:11+0000,"Prices Climb, And Nerves Are Tested At the Fed","[Inflation (Economics)|Consumer Price Index|Prices (Fares, Fees and Rates)|United States Economy|United States Politics and Government]"
2021-12-20T12:47:10+0000,"Markets Fall At Omicron And Setback Of Biden Bill","[Economic Conditions and Trends|Coronavirus Omicron Variant|Stocks and Bonds|United States Economy]"
2021-09-23T22:41:54+0000,"Debt Debate Forces Yellen To Play Politics","[National Debt (US)|Federal Budget (US)|United States Economy|United States Politics and Government]"
2021-03-16T12:45:36+0000,"Retail Sales Dip as Many Wait for Aid","[American Rescue Plan (2021)|Shopping and Retail|Consumer Behavior|United States Economy|Stimulus (Economic)|Coronavirus (2019-nCoV)]"
2021-03-16T07:00:09+0000,"Obama’s Caution Serves as Lesson for Democrats ","[American Rescue Plan (2021)|American Recovery and Reinvestment Act (2009)|United States Economy|United States Politics and Government]"
2021-02-09T00:42:23+0000,"Push to Fight Child Poverty Gains Steam","[United States Economy|Children and Childhood|United States Politics and Government|Poverty|Food Insecurity|Tax Credits, Deductions and Exemptions|Stimulus (Economic)|Labor and Jobs|Unemployment Insurance|Coronavirus (2019-nCoV)|Law and Legislation]"
2021-05-28T17:30:29+0000,"Biden Proposal Pushes Growth Of Middle Class","[Federal Budget (US)|National Debt (US)|Federal Taxes (US)|Income Tax|Corporate Taxes|United States Economy|United States Politics and Government]"
2021-01-19T17:58:19+0000,"A Daunting To-Do List From Day 1","[United States Economy|United States Politics and Government|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Small Business|Labor and Jobs|Coronavirus (2019-nCoV)|International Trade and World Market|Federal Taxes (US)|United States International Relations|Transportation|Alternative and Renewable Energy|Credit and Debt]"
2021-12-03T10:00:08+0000,"Conflicting Data On Jobs Muddle Outlook in U.S.","[United States Economy|Labor and Jobs|Unemployment|Hiring and Promotion|Wages and Salaries|Inflation (Economics)|Prices (Fares, Fees and Rates)|Coronavirus Omicron Variant|United States Politics and Government]"
2021-03-15T13:39:30+0000,"Amid Slump, How the U.S.  Got It Right, Or Close to It","[Recession and Depression|Coronavirus Aid, Relief, and Economic Security Act (2020)|United States Economy|Stimulus (Economic)|Labor and Jobs|American Rescue Plan (2021)|Coronavirus (2019-nCoV)|Federal Aid (US)|United States Politics and Government|Layoffs and Job Reductions|Unemployment Insurance|Black People|Blacks|Shutdowns (Institutional)|Interest Rates]"
2021-11-14T10:00:15+0000,"Crunch at Ports Spells Trouble for U.S. Farms","[Agriculture and Farming|Dairy Products|Freight (Cargo)|Ships and Shipping|International Trade and World Market|Ports|Milk|Trucks and Trucking|United States Economy]"
2021-01-21T10:56:32+0000,"New Claims Stay High, Fueling Calls For Stimulus","[United States Economy|Unemployment Insurance|Labor and Jobs|Unemployment|Layoffs and Job Reductions|Stimulus (Economic)|Federal Aid (US)|Law and Legislation|United States Politics and Government|Coronavirus (2019-nCoV)]"
2021-07-08T16:29:55+0000,"Inflation Flashbacks","[United States Economy|Inflation (Economics)|Labor and Jobs|Wages and Salaries]"
2021-05-20T09:00:31+0000,"Once a Tech Favorite, But Now Its Nemesis","[United States Economy|Computers and the Internet|Antitrust Laws and Competition Issues|Economics (Theory and Philosophy)|Online Advertising|Corporate Taxes|United States Politics and Government|Regulation and Deregulation of Industry|Content Type: Personal Profile]"
2021-11-27T20:05:12+0000,"Shipping Snarl Energizes a U.S. Furniture Hub","[Supply Chain|Furniture|Factories and Manufacturing|Labor and Jobs|Wages and Salaries|International Trade and World Market|Shortages|Prices (Fares, Fees and Rates)|Interior Design and Furnishings|Inflation (Economics)|United States Economy]"
2021-04-02T10:00:09+0000,"Dozens of Big Companies Paid Zero in Federal Taxes","[Corporations|Corporate Taxes|Tax Shelters|Tax Credits, Deductions and Exemptions|Federal Taxes (US)|Tax Cuts and Jobs Act (2017)|United States Economy|United States Politics and Government]"
2021-04-15T09:00:15+0000,"Voters Like Biden’s Plan; G.O.P. Slams Tax Increases","[American Jobs Plan (2021)|United States Economy|United States Politics and Government|Polls and Public Opinion|Infrastructure (Public Works)|Corporate Taxes|Federal Taxes (US)|Federal Budget (US)|Law and Legislation]"
2021-05-27T09:00:19+0000,"U.S.-China Trade Truce, Once Temporary, Endures","[International Trade and World Market|Customs (Tariff)|United States International Relations|Economic Conditions and Trends|United States Economy|Solar Energy|United States Politics and Government]"
2021-09-28T13:56:04+0000,"Concerns About Fed Cause Stocks To Tumble","[Stocks and Bonds|Standard & Poor's 500-Stock Index|Quantitative Easing|Nasdaq Composite Index|United States Economy]"
2021-02-04T10:00:14+0000,"Jobs Sidelined By Pandemic Are Vanishing","[Layoffs and Job Reductions|Roads and Traffic|Tolls|Coronavirus (2019-nCoV)|United States Economy|Unemployment]"
2021-02-04T17:02:15+0000,"Live Venues In Long Line Awaiting Aid","[Coronavirus (2019-nCoV)|Culture (Arts)|Federal Aid (US)|Small Business|Shutdowns (Institutional)|Quarantine (Life and Culture)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Stimulus (Economic)|Music|Theater|United States Economy|United States Politics and Government]"
2021-03-13T10:00:18+0000,"17 Reasons for Hope On the Economy","[United States Economy|United States Politics and Government|Labor and Jobs|Recession and Depression|Productivity|Innovation|Coronavirus (2019-nCoV)|Economics (Theory and Philosophy)|Batteries|International Trade and World Market|American Rescue Plan (2021)]"
2021-10-13T13:28:10+0000,"Social Security Benefits Set  To Rise 5.9%, Most in Years","[Social Security (US)|Inflation (Economics)|Elderly|Labor and Jobs|Consumer Price Index|Medicare|United States Economy]"
2021-04-13T14:12:26+0000,"Past Is Not Necessarily Prologue With Inflation Data","[United States Economy|Inflation (Economics)|Prices (Fares, Fees and Rates)|Coronavirus (2019-nCoV)|Consumer Price Index]"
2021-03-05T10:00:25+0000,"$15 an Hour At Amazon Has a Ripple","[Minimum Wage|Labor and Jobs|Economics (Theory and Philosophy)|Research|United States Economy]"
2021-02-05T09:43:25+0000,"Damage to Economy Appears to Spread","[Labor and Jobs|United States Economy|Unemployment|Coronavirus (2019-nCoV)|United States Politics and Government|Federal Aid (US)|Recession and Depression]"
2021-09-18T16:00:07+0000,"Biden’s Agenda And Legacy Ride On Spending Bill","[Federal Budget (US)|Federal Taxes (US)|Income Inequality|American Families Plan (2021)|American Jobs Plan (2021)|United States Economy|United States Politics and Government]"
2021-10-27T09:00:25+0000,"Pastries With Persuasion: Securing a Global Tax Deal","[Corporate Taxes|Tax Shelters|Federal Taxes (US)|United States Economy|United States International Relations]"
2021-08-15T17:00:11+0000,"Record Rise in Food Stamp Aid Aims to Stem Hunger’s Spread","[United States Economy|United States Politics and Government|Food Stamps|Diet and Nutrition|Food Insecurity]"
2021-02-09T18:58:21+0000,"GameStop Seen as Sign Of a Bubble","[Banking and Financial Institutions|Interest Rates|United States Economy|Coronavirus (2019-nCoV)|Stocks and Bonds]"
2021-12-15T10:00:10+0000,"Jobless for a Year? That May Be Less of a Problem Now.","[Labor and Jobs|Unemployment|Layoffs and Job Reductions|Hiring and Promotion|Coronavirus (2019-nCoV)|United States Economy|Employment Agencies|Shortages|Human Resources]"
2021-06-28T07:00:08+0000,"Black People Narrowed Skills Gap, But Pay Gap Persists. Is It Racism?","[Discrimination|Race and Ethnicity|Black People|Blacks|Wages and Salaries|Labor and Jobs|Income Inequality|Economics (Theory and Philosophy)|United States Economy]"
2021-04-28T18:00:23+0000,"A Wary Fed Leaves Rates Unchanged","[Interest Rates|Inflation (Economics)|United States Economy|Labor and Jobs|Stimulus (Economic)|Government Bonds|Coronavirus (2019-nCoV)|Unemployment]"
2021-05-19T09:00:28+0000,"Banks Fight Biden’s $4 Billion Plan to Ease Black Farmers’ Debt","[Agriculture and Farming|Black People|Blacks|Discrimination|Credit and Debt|Crop Controls and Subsidies|Banking and Financial Institutions|Lobbying and Lobbyists|Suits and Litigation (Civil)|American Rescue Plan (2021)|United States Politics and Government|United States Economy]"
2021-12-07T18:42:31+0000,"Inflation Snarls Fed’s Bid To Stabilize the Economy","[Inflation (Economics)|Interest Rates|Coronavirus Omicron Variant|Labor and Jobs|United States Economy|Wages and Salaries]"
2021-04-22T20:23:19+0000,"Biden Commits U.S. to Emissions Cuts as Allies Join Vow ","[Global Warming|Greenhouse Gas Emissions|United States Politics and Government|United States Economy|United States International Relations|Coal|United Nations Framework Convention on Climate Change]"
2021-07-26T18:20:52+0000,"Easy Does It:  Why the Fed  Isn’t Fighting Rising Prices","[United States Economy|Inflation (Economics)|Consumer Price Index|Prices (Fares, Fees and Rates)|Labor and Jobs|Interest Rates|Banking and Financial Institutions|Coronavirus (2019-nCoV)|Economics (Theory and Philosophy)]"
2021-10-11T19:42:09+0000,"Study Finds Racial Bias Skewed Aid In Program","[Banking and Financial Institutions|Discrimination|Race and Ethnicity|Research|Small Business|Minorities|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|United States Economy|Black People|Blacks]"
2021-03-18T00:12:20+0000,"A Pivotal Reset On China Policy By Biden’s Team","[United States International Relations|United States Economy|United States Defense and Military Forces|United States Politics and Government|International Trade and World Market]"
2021-09-27T22:40:02+0000,"Fiscal Stalemate As G.O.P. Blocks A Spending Bill","[National Debt (US)|Federal Budget (US)|Law and Legislation|United States Politics and Government|United States Economy]"
2021-12-15T17:51:59+0000,"Inflation 101: Stark Facts And Nuance","[United States Economy|Inflation (Economics)|Consumer Price Index|Wages and Salaries|Income Inequality|Interest Rates|Savings|Shortages|Real Estate and Housing (Residential)]"
2021-07-14T12:30:29+0000,"Fed Chair Stays Calm On Inflation","[United States Economy|Inflation (Economics)|Banking and Financial Institutions|Consumer Price Index|Prices (Fares, Fees and Rates)]"
2021-01-29T10:00:19+0000,"The Stimulus:  Right on Time Or Too Much?","[United States Economy|Stimulus (Economic)|Inflation (Economics)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Recession and Depression|Labor and Jobs|Unemployment|United States Politics and Government]"
2021-02-27T00:34:37+0000,"Democrats Plot Different Paths To $15 an Hour","[Stimulus (Economic)|Coronavirus (2019-nCoV)|Minimum Wage|United States Economy|Federal Budget (US)|United States Politics and Government]"
2021-01-22T10:00:28+0000,"Executives  Eye Biden With Hope And Doubt","[Corporations|United States Politics and Government|United States Economy|Executive Orders and Memorandums|Federal Taxes (US)|Immigration and Emigration|Stimulus (Economic)|Corporate Taxes|Infrastructure (Public Works)|Coronavirus (2019-nCoV)|Regulation and Deregulation of Industry]"
2021-04-29T14:39:11+0000,"Economy Regains Footing,  But There’s a Big Imbalance","[United States Economy|Consumer Behavior|Income Inequality|Gross Domestic Product|Coronavirus (2019-nCoV)|Durable Goods (Economic Indicator)]"
2021-09-20T09:00:07+0000,"A Year Defined by Rental Cars","[Automobile Renting and Leasing|Travel and Vacations|Prices (Fares, Fees and Rates)|Summer (Season)|Inflation (Economics)|United States Economy]"
2021-10-01T12:43:16+0000,"Inflation Surges Amid Signals That It’s Not Going Away Soon","[Inflation (Economics)|Consumer Price Index|Prices (Fares, Fees and Rates)|United States Economy|United States Politics and Government]"
2021-07-28T16:10:17+0000,"G.O.P. Links Spending To Inflation","[United States Economy|American Jobs Plan (2021)|American Rescue Plan (2021)|Inflation (Economics)|Stimulus (Economic)|Federal Budget (US)]"
2021-03-31T00:21:32+0000,"Biden Wants Big Business to Foot Bill to Rebuild","[Infrastructure (Public Works)|Corporate Taxes|Federal Budget (US)|United States Economy|United States Politics and Government|Federal Taxes (US)|American Jobs Plan (2021)]"
2021-05-09T07:00:09+0000,"How Child Care Became As Essential as Bridges","[Child Care|Infrastructure (Public Works)|Labor and Jobs|American Jobs Plan (2021)|United States Economy|United States Politics and Government]"
2021-06-24T09:00:14+0000,"Wall St. Leader  Aided Fed Plan  To Lift Markets","[Banking and Financial Institutions|United States Economy|Credit and Debt|United States Politics and Government|Coronavirus (2019-nCoV)|Stocks and Bonds|Conflicts of Interest]"
2021-01-10T12:00:06+0000,"With Interest","[Stocks and Bonds|United States Economy|United States Politics and Government|Storming of the US Capitol (Jan, 2021)]"
2021-12-23T07:02:42+0000,"Omicron Sowing Doubt And Fear About Economy","[Inflation (Economics)|Prices (Fares, Fees and Rates)|United States Economy|Labor and Jobs|Consumer Confidence (Economic Indicator)|Consumer Price Index|Supply Chain|International Trade and World Market|Wages and Salaries|Shortages|United States Politics and Government|Coronavirus Omicron Variant]"
2021-03-03T10:00:20+0000,"Empty Buildings Drain City Coffers as Property Values Plummet","[Real Estate (Commercial)|Local Government|Budgets and Budgeting|Property Taxes|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|United States Economy|Renting and Leasing (Real Estate)|Coronavirus (2019-nCoV)|Recession and Depression|Federal-State Relations (US)|United States Politics and Government]"
2021-04-14T13:48:53+0000,"With Earnings Soaring, Banks See Boom Ahead","[Banking and Financial Institutions|United States Economy|Company Reports]"
2021-03-09T19:38:55+0000,"Relief Loans Near End, Hindered By Changes","[Small Business|Federal Aid (US)|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|American Rescue Plan (2021)|Banking and Financial Institutions|United States Politics and Government|United States Economy]"
2021-07-01T18:00:07+0000,"Deficit to Hit $3 Trillion Amid Revival","[Federal Budget (US)|United States Economy|Stimulus (Economic)|Coronavirus (2019-nCoV)|United States Politics and Government|Inflation (Economics)]"
2021-03-06T10:00:18+0000,"Logjam at Sea As Virus Roils Global Trade","[International Trade and World Market|Ships and Shipping|Trucks and Trucking|Freight (Cargo)|Ports|Shortages|Delays (Transportation)|Factories and Manufacturing|Prices (Fares, Fees and Rates)|Coronavirus (2019-nCoV)|United States Economy]"
2021-04-01T23:57:17+0000,"Racial Equality Lands at Center Of Biden’s Plan","[Infrastructure (Public Works)|Race and Ethnicity|Black People|Blacks|United States Economy|United States Politics and Government|Roads and Traffic|Bridges and Tunnels|Minorities|Income Inequality|Discrimination|American Jobs Plan (2021)]"
2021-08-19T09:00:17+0000,"Year of Covid Fueled Surge Of Start-Ups","[Quarantine (Life and Culture)|Start-ups|Entrepreneurship|United States Economy|Small Business]"
2021-07-14T20:03:16+0000,"Democrats Set Budget Outline At $3.5 Trillion","[Federal Budget (US)|Infrastructure (Public Works)|American Jobs Plan (2021)|American Rescue Plan (2021)|American Families Plan (2021)|Global Warming|Alternative and Renewable Energy|Tax Credits, Deductions and Exemptions|Taxation|United States Economy|Law and Legislation|United States Politics and Government]"
2021-04-04T22:00:11+0000,"Many Need Food, Energizing Push To Expand Relief","[Food Insecurity|United States Economy|United States Politics and Government|American Rescue Plan (2021)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Stimulus (Economic)|Welfare (US)|Coronavirus (2019-nCoV)|Food Stamps|Poverty|Lunch and Breakfast Programs]"
2021-07-28T07:00:06+0000,"Delta Variant Is Unlikely to Kill Recovery but May Wound It","[United States Economy|Coronavirus (2019-nCoV)|Consumer Behavior|Shortages]"
2021-09-07T17:18:35+0000,"Inflation’s Global Surge May Be Good Sign","[Inflation (Economics)|United States Economy|Economic Conditions and Trends|Banking and Financial Institutions|Prices (Fares, Fees and Rates)|International Trade and World Market|Coronavirus (2019-nCoV)]"
2021-07-02T09:00:27+0000,"Throwbacks Dominate Stock Market","[United States Economy|Stocks and Bonds|Banking and Financial Institutions|Oil (Petroleum) and Gasoline|Coronavirus (2019-nCoV)|Mines and Mining|Standard & Poor's 500-Stock Index]"
2021-12-02T17:29:17+0000,"Guessing Game for Dispatchers At Once-Bustling Shipping Ports","[Supply Chain|Trucks and Trucking|Factories and Manufacturing|Ships and Shipping|Freight (Cargo)|Shortages|Automobiles|Labor and Jobs|Coronavirus (2019-nCoV)|United States Economy]"
2021-03-15T09:00:11+0000,"Uncounted Among the Unemployed  Are Dropouts Eager to Return to Work","[Labor and Jobs|Layoffs and Job Reductions|Unemployment|United States Economy|Coronavirus (2019-nCoV)|Hiring and Promotion|Women and Girls|Retirement]"
2021-12-08T16:55:26+0000,"Apps Aid Millions in Unlocking Government Aid ","[Welfare (US)|Food Stamps|Poverty|Mobile Commerce and Payments|Mobile Applications|Stimulus (Economic)|United States Economy|United States Politics and Government|States (US)|Coronavirus (2019-nCoV)]"
2021-08-17T09:51:58+0000,"Retail Sales Fell in July As Recovery Stays in Flux","[United States Economy|Coronavirus Delta Variant|Consumer Behavior|Shopping and Retail]"
2021-06-02T20:15:34+0000,"Yellen Seeks G7 Backing For Tax Deal","[Corporate Taxes|Tax Shelters|Taxation|United States Economy|United States Politics and Government|United States International Relations]"
2021-06-08T09:00:20+0000,"In Battling Inflation, China Decides Not to Wait","[Renminbi (Currency)|Inflation (Economics)|United States Economy|International Trade and World Market|Prices (Fares, Fees and Rates)|Economic Conditions and Trends|Currency|Consumer Behavior|US Dollar (Currency)|Stockpiling|Factories and Manufacturing]"
